name,country,location_city,website,employees,revenue_usd,clutch_rating,min_project_size_usd,is_wp_specialist,kaycore_fit_score,partnership_priority,web_pct,mobile_pct,custom_pct,cluster
Appunite,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyODQ2OGFmLTJmOTctNDQxYi05ZWUyLThkMzliZGE1YjkxNyIsImltcHJlc3Npb25faWQiOiJjYWFiM2MwZS0yYTAzLTRjY2UtYTQzYy0yYTMxMmU0YzdlNDciLCJwcm92aWRlcl9pZCI6MzMyMTgsImZlYXR1cmVkX2xpc3RpbmdfaWQiOjIsImZlYXR1cmVkX3Bvc2l0aW9uX2lkIjoyMzc2MzYsInBvc2l0aW9uIjo1LCJpc19zcG90bGlnaHQiOmZhbHNlfQ:1vtqcJ:UghFtdlxOZ9Bw8C6jICb0J3uFw_UrFn8tmMKOOXxu4E,29,4524000.0,4.921,10000,False,5,Medium,20.0,0.0,20.0,1
TKX Media,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyODQ2OGFmLTJmOTctNDQxYi05ZWUyLThkMzliZGE1YjkxNyIsImltcHJlc3Npb25faWQiOiJkYzA3OWIyNC0yMjA3LTQ4ODYtOTY4My1lODgwMTJjZGM1ZTIiLCJwcm92aWRlcl9pZCI6MjUzMTE5NCwiZmVhdHVyZWRfbGlzdGluZ19pZCI6MiwiZmVhdHVyZWRfcG9zaXRpb25faWQiOjM1MTI2MSwicG9zaXRpb24iOjYsImlzX3Nwb3RsaWdodCI6ZmFsc2V9:1vtqcJ:t5t1-7zCAOH_0xEYLEQyncosF4D_8UnGrJeM_DRWjT0,29,4524000.0,5.012,5000,False,5,Medium,40.0,0.0,0.0,1
Flamingo Agency,US,"Chicago, IL",https://www.flamingoagency.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral,29,4524000.0,5.052,1000,False,5,Medium,80.0,0.0,0.0,1
ThreeSixtyEight,US,"Baton Rouge, LA",https://www.threesixtyeight.com/clutch%3Futm_source%3Dclutch%26utm_medium%3Dreferral,29,4524000.0,4.951,25000,False,5,Medium,35.0,0.0,0.0,1
Atmosphere Apps,US,"Gainesville, FL",https://www.atmosphereapps.com/clutch/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,4.918,25000,False,5,Medium,20.0,30.0,0.0,0
Isadora Agency,US,"Manhattan Beach, CA",https://isadoradigitalagency.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,4.818,75000,False,5,Medium,25.0,0.0,0.0,1
GenAI.Labs USA,US,"San Diego, CA",https://www.genai-labs.io%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,5.023,5000,False,5,Medium,10.0,10.0,0.0,1
Geniusee,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyODQ2OGFmLTJmOTctNDQxYi05ZWUyLThkMzliZGE1YjkxNyIsImltcHJlc3Npb25faWQiOiJlN2JkZGM5YS0wYWU3LTQ4YTctODI3My0wZjA5ZTBkMDAzMzMiLCJwcm92aWRlcl9pZCI6MTUzOTkxLCJmZWF0dXJlZF9saXN0aW5nX2lkIjoyLCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6Mjg5NjUxLCJwb3NpdGlvbiI6NywiaXNfc3BvdGxpZ2h0IjpmYWxzZX0:1vtqcJ:ynPd-iqPegJMTaYUKk1EE6NQZ8GVRr9DUjrrgUGMChQ,14,2184000.0,5.067,50000,False,3,Medium,40.0,0.0,40.0,1
"TRIARE, LLC",US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyODQ2OGFmLTJmOTctNDQxYi05ZWUyLThkMzliZGE1YjkxNyIsImltcHJlc3Npb25faWQiOiI0OTNhYjVmNy02MmJiLTQ4NGItOWZkMi1kZTQ2ZjVkMzhiNWMiLCJwcm92aWRlcl9pZCI6Njg3NjgxLCJmZWF0dXJlZF9saXN0aW5nX2lkIjoyLCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6MjM5ODU0LCJwb3NpdGlvbiI6OCwiaXNfc3BvdGxpZ2h0IjpmYWxzZX0:1vtqcJ:8_tZ8UWnm5zPyW8OSu8V7M96qxrXzaIUSP6QpgvUxRI,29,4524000.0,4.937,10000,False,5,Medium,35.0,41.0,0.0,0
Arounda,US,United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyODQ2OGFmLTJmOTctNDQxYi05ZWUyLThkMzliZGE1YjkxNyIsImltcHJlc3Npb25faWQiOiI2ZjRkZjUzMy01ZTZkLTQxZWEtODlmNS01OTk3ZWU1OGY0NDUiLCJwcm92aWRlcl9pZCI6MTE1MzA3MCwiZmVhdHVyZWRfbGlzdGluZ19pZCI6MiwiZmVhdHVyZWRfcG9zaXRpb25faWQiOjM3MzE4NywicG9zaXRpb24iOjksImlzX3Nwb3RsaWdodCI6ZmFsc2V9:1vtqcJ:CFW-MvVLSCIhIFngrjTwg7_WJHh2Qgfad1r2Fo19xyI,29,4524000.0,5.072,25000,False,5,Medium,30.0,0.0,0.0,1
LookFar Labs,US,"New Orleans, LA",http://lookfar.com/labs%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral,29,4524000.0,4.926,50000,False,5,Medium,15.0,10.0,15.0,1
Blacksmith Agency,US,"Phoenix, AZ",https://blacksmith.agency/web-design-development-clutch/%3Futm_source%3Dclutch%26utm_medium%3Dreferral%26utm_campaign%3Dprofile,29,4524000.0,4.717,50000,False,5,Medium,30.0,0.0,10.0,1
Dev Technosys,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyODQ2OGFmLTJmOTctNDQxYi05ZWUyLThkMzliZGE1YjkxNyIsImltcHJlc3Npb25faWQiOiI1ZDEyMjA4NC00ZjE1LTRjYTEtOTU1ZC1lZDY4ODkyOTg0YzMiLCJwcm92aWRlcl9pZCI6NDYzMzQsImZlYXR1cmVkX2xpc3RpbmdfaWQiOjIsImZlYXR1cmVkX3Bvc2l0aW9uX2lkIjozNzc2ODUsInBvc2l0aW9uIjoxMCwiaXNfc3BvdGxpZ2h0IjpmYWxzZX0:1vtqcJ:LsGN4mUZjmp5rXKyrtuAeIuJt5L7z-l4XlJbRrBtI3E,100,15600000.0,4.8201,10000,False,5,Medium,10.0,35.0,0.0,2
Rekos Agency,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyODQ2OGFmLTJmOTctNDQxYi05ZWUyLThkMzliZGE1YjkxNyIsImltcHJlc3Npb25faWQiOiJjYjM0MTVlZC0zNmFiLTRiY2QtYjk5Yy01YzgxNjMzZGM2ZjQiLCJwcm92aWRlcl9pZCI6MjA2NzA4NywiZmVhdHVyZWRfbGlzdGluZ19pZCI6MiwiZmVhdHVyZWRfcG9zaXRpb25faWQiOjI2NDIwMywicG9zaXRpb24iOjExLCJpc19zcG90bGlnaHQiOmZhbHNlfQ:1vtqcJ:kDSvI-pW81eFo0_W-HAa8V85bvlldg5z16YKbhZ6u0k,29,4524000.0,4.926,5000,False,5,Medium,30.0,0.0,0.0,1
Crest Coder Private Limited,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyODQ2OGFmLTJmOTctNDQxYi05ZWUyLThkMzliZGE1YjkxNyIsImltcHJlc3Npb25faWQiOiI2MWRhZmU4Zi1kOWMzLTQ2NWMtODkyYi0yOWNiYTZmOTIwMWQiLCJwcm92aWRlcl9pZCI6NzA3NjE5LCJmZWF0dXJlZF9saXN0aW5nX2lkIjoyLCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6Mzg2MjM1LCJwb3NpdGlvbiI6MTIsImlzX3Nwb3RsaWdodCI6ZmFsc2V9:1vtqcJ:Y2odFtBBRe_fZc3u_SVuH1dioPyRoWpGDcw61O9TL6I,29,4524000.0,4.734,5000,False,5,Medium,50.0,50.0,0.0,0
Dotlogics,US,"Hicksville, NY",https://www.dotlogics.com/services/website-and-digital-experience%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,5.028,25000,False,5,Medium,50.0,0.0,0.0,1
Burst Digital,US,"New York, NY",https://burstdgtl.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dprofile,29,4524000.0,4.926,5000,False,5,Medium,10.0,0.0,0.0,1
Appello Software,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyODQ2OGFmLTJmOTctNDQxYi05ZWUyLThkMzliZGE1YjkxNyIsImltcHJlc3Npb25faWQiOiIzZWJmNWZlOS04ZjE0LTQzNDktYTMyZi1lMmI5ZGI3YjIzYTkiLCJwcm92aWRlcl9pZCI6NTk1MDY2LCJmZWF0dXJlZF9saXN0aW5nX2lkIjoyLCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6MjM2MTQyLCJwb3NpdGlvbiI6MTMsImlzX3Nwb3RsaWdodCI6ZmFsc2V9:1vtqcJ:RdrhPbHE9Dnp55nql7Tg3Gz_S4VkKRVhHuEXVjFFcpg,33,5148000.0,4.933,50000,False,5,Medium,10.0,55.0,35.0,0
Read more,US,United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyODQ2OGFmLTJmOTctNDQxYi05ZWUyLThkMzliZGE1YjkxNyIsImltcHJlc3Npb25faWQiOiJhYzMwNWYyMC1kZjE1LTRmY2UtYmRkNC0wNjM1OTQzMjhjMWIiLCJwcm92aWRlcl9pZCI6MjUxNjkxNSwiZmVhdHVyZWRfbGlzdGluZ19pZCI6MiwiZmVhdHVyZWRfcG9zaXRpb25faWQiOjM4MjQ2NywicG9zaXRpb24iOjE0LCJpc19zcG90bGlnaHQiOmZhbHNlfQ:1vtqcJ:JDkQ5hnWglMeylHejpJf_sL5F6PIZ8ibTgaKqJgzdvw,29,3770000.0,0.0,10000,False,3,Medium,20.0,20.0,0.0,3
ExpandX,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyODQ2OGFmLTJmOTctNDQxYi05ZWUyLThkMzliZGE1YjkxNyIsImltcHJlc3Npb25faWQiOiI1ODczNDRiZC1lMzYyLTQwYTctYTNhNy00ZTJmOGIzMWU5NWIiLCJwcm92aWRlcl9pZCI6NzMyNTA0LCJmZWF0dXJlZF9saXN0aW5nX2lkIjoyLCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6Mzg1MTMxLCJwb3NpdGlvbiI6MTUsImlzX3Nwb3RsaWdodCI6ZmFsc2V9:1vtqcJ:YMHW9m4fkOPmTEvDxb0TslaZEfnryW9X7CMl5qCKzdk,11,1716000.0,5.066,10000,False,3,Medium,30.0,0.0,0.0,1
Hooked On Code,US,"Dallas, TX",https://hookedoncode.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,5.034,5000,False,5,Medium,50.0,0.0,0.0,1
Cantilever Web Design & Development,US,"New York, NY",http://cantilever.co/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral,29,4524000.0,4.934,10000,False,5,Medium,40.0,0.0,0.0,1
Embark,US,"Corona, CA",https://embarkwork.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,5.017,5000,False,5,Medium,40.0,0.0,0.0,1
"Blueshoon, inc",US,"Chicago, IL",http://www.blueshoon.com/%3Fsource%3Dclutch%26utm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.83,10000,False,5,Medium,50.0,0.0,0.0,1
Captivation Agency,US,"Sarasota, FL",https://captivation.agency/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dvendor-profile,29,4524000.0,5.019,5000,False,5,Medium,15.0,0.0,0.0,1
Bilberrry,US,"Seattle, WA",https://bilberrry.com/%3Futm_source%3Dclutch.co%26utm_campaign%3Dclutch_software,29,4524000.0,5.034,25000,False,5,Medium,10.0,0.0,50.0,1
Rootstack,US,"Austin, TX",http://www.rootstack.com/%3Futm_source%3Dother%26utm_medium%3Dclutch.co%26utm_campaign%3Ddirectory,29,4524000.0,4.82,10000,False,5,Medium,10.0,20.0,30.0,1
thunder::tech,US,"Cleveland, OH",https://www.thundertech.com/%3Futm_source%3Dclutch%26utm_medium%3Dreferral,29,4524000.0,4.716,10000,False,5,Medium,10.0,0.0,0.0,1
Black Airplane,US,"Woodstock, GA",https://www.blackairplane.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.913,25000,False,5,Medium,25.0,0.0,30.0,1
Tepia,US,"Atlanta, GA",https://www.tepia.co/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,14,2184000.0,4.939,50000,False,3,Medium,10.0,50.0,10.0,0
Cascade Web Development,US,"West Linn, OR",https://cascadewebdev.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.71,5000,False,5,Medium,40.0,0.0,0.0,1
Zealth Digital Marketing,US,"Downers Grove, IL",https://zealth.net,29,4524000.0,5.016,5000,False,5,Medium,30.0,0.0,0.0,1
Ajroni,US,"Atlanta, GA",https://ajroni.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,5.09,1000,False,5,Medium,20.0,10.0,0.0,1
ThirstySprout,US,"Seattle, WA",https://www.thirstysprout.com/,29,4524000.0,5.022,50000,False,5,Medium,10.0,10.0,10.0,1
App Maisters Inc.,US,"Dallas, TX",https://www.appmaisters.com/%3Futm_source%3Dclutch%2B%26utm_medium%3Dclutch%2B%26utm_id%3Dhome%2B,23,3588000.0,4.923,5000,False,3,Medium,10.0,25.0,10.0,0
imaga ~ When UX & AI Both Matter,US,"San Mateo, CA",https://imaga.ai%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dweb-developers-usa,29,4524000.0,4.928,10000,False,5,Medium,20.0,20.0,0.0,1
Very,US,"Bozeman, MT",https://www.verytechnology.com/book-a-meeting,29,4524000.0,4.819,250000,False,5,Medium,10.0,10.0,0.0,1
Cleartail Marketing,US,"St. Petersburg, FL",https://cleartailmarketing.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.917,1000,False,5,Medium,35.0,0.0,0.0,1
Mojo Media,US,"Austin, TX",https://mojo-agency.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,5.05,1000,False,5,Medium,70.0,0.0,0.0,1
Neologic Software,US,"Northbrook, IL",http://neologic.dev/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,5.044,5000,False,5,Medium,25.0,0.0,40.0,1
Anderson Collaborative™,US,"Fort Lauderdale, FL",http://andersoncollaborative.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,4.923,5000,False,5,Medium,10.0,0.0,0.0,1
ActiveColor,US,"Los Angeles, CA",https://www.activecolor.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,5.016,25000,False,5,Medium,25.0,0.0,0.0,1
MeanPug Digital,US,"New York, NY",https://www.meanpug.com/contact-us/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,5.01,10000,False,5,Medium,10.0,0.0,10.0,1
Lil Big Things,US,"New York, NY",https://www.lilbigthings.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,100,15600000.0,5.011,1000,False,5,Medium,35.0,0.0,0.0,2
Pen & Mug,US,"Nashville, TN",https://penandmug.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,5.041,10000,False,5,Medium,20.0,0.0,0.0,1
Symmetri Marketing,US,"Chicago, IL",https://symmetrimarketing.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.88,50000,False,5,Medium,35.0,0.0,0.0,1
Lightspace,US,"San Diego, CA",https://www.lightspace.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,5.013,10000,False,5,Medium,15.0,0.0,0.0,1
Jax Media Team,US,"Jacksonville, FL",https://jaxmediateam.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,5.027,1000,False,5,Medium,15.0,0.0,0.0,1
Idea Maker,US,"Irvine, CA",https://ideamaker.agency%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,4.927,25000,False,5,Medium,20.0,20.0,0.0,1
Materiell,US,"Arlington, VA",https://materiell.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.927,25000,False,5,Medium,45.0,0.0,0.0,1
Five Pack,US,"Atlanta, GA",https://fivepackcreative.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,4,624000.0,4.919,50000,False,3,Medium,15.0,35.0,0.0,0
Designocracy,US,"Dover, DE",https://thedesignocracy.com/web-design-and-development%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,5.029,5000,False,5,Medium,35.0,15.0,0.0,1
Prolific Digital,US,"Louisville, KY",https://prolificdigital.com/,29,4524000.0,4.814,25000,False,5,Medium,25.0,0.0,0.0,1
metajive,US,"Encinitas, CA",http://www.metajive.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.93,100000,False,5,Medium,40.0,0.0,0.0,1
Top Notch Dezigns®,US,"Los Angeles, CA",https://www.topnotchdezigns.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,16,2496000.0,5.016,10000,False,3,Medium,50.0,0.0,0.0,1
Proven,US,"Princeton, NJ",https://hs.proven.us/en/clutch%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,4.912,25000,False,5,Medium,25.0,0.0,10.0,1
Flower Press Interactive,US,"Medina, WA",https://www.theflowerpress.net,29,4524000.0,4.929,10000,False,5,Medium,10.0,10.0,10.0,1
Iron Forge Development,US,"Palm Beach Gardens, FL",https://www.ironforge.co/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.819,25000,False,5,Medium,10.0,10.0,20.0,1
Fifteen4,US,"Baltimore, MD",https://fifteen4.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,4.99,10000,False,5,Medium,15.0,0.0,0.0,1
Tech Alchemy,UK,"London, England",https://techalchemy.com/lp/web-dev%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dta_clutch_web-development_uk,29,3828000.0,5.033,25000,False,5,Medium,20.0,0.0,10.0,1
Vention,UK,"Wien, Austria",https://ventionteams.com/%3Futm_source%3Dclutch%26utm_medium%3Dreferral%26utm_campaign%3Dprofile,5,660000.0,4.998,50000,False,3,Medium,10.0,10.0,10.0,1
Uinno,UK,"Kingston upon Thames, England",https://uinno.io/product-development/web-development-services/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Duk-web-developers,15,1980000.0,4.927,10000,False,3,Medium,10.0,0.0,0.0,1
Journi,UK,"London, England",https://journi.uk%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dweb-developers-uk,29,3828000.0,5.013,25000,False,5,Medium,20.0,0.0,0.0,1
Light IT Global,UK,"Rickmansworth, England",https://light-it.net/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Duk-web-developers,29,3828000.0,4.952,25000,False,5,Medium,60.0,10.0,0.0,1
thoughtbot,UK,"London, England",https://thoughtbot.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Duk-web-developers,29,3828000.0,4.939,10000,False,5,Medium,30.0,25.0,10.0,0
Mentor Digital,UK,"Bristol, England",https://mentordigital.co.uk/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Duk-web-developers,29,3828000.0,4.94,10000,False,5,Medium,25.0,5.0,0.0,1
CTI Digital,UK,"Lancaster, England",http://www.ctidigital.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dweb-developers-uk,50,6600000.0,4.69,10000,False,5,Medium,20.0,0.0,0.0,1
Clock Limited,UK,"London, England",https://www.clock.co.uk/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Duk-web-developers,29,3828000.0,4.819,50000,False,5,Medium,15.0,0.0,50.0,1
"TRIARE, LLC",UK,Serves United Kingdom,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImU3ZjI2M2E5LWE0YzAtNDg4MS1iZDI1LWFjMmM5MTY5Nzk2MyIsImltcHJlc3Npb25faWQiOiI5NzEyN2EyZS05YmFmLTQ4N2MtYWNkZi1kMGFmNGUyMjNiMjYiLCJwcm92aWRlcl9pZCI6Njg3NjgxLCJmZWF0dXJlZF9saXN0aW5nX2lkIjo0NjgsImZlYXR1cmVkX3Bvc2l0aW9uX2lkIjoyMzY3NTUsInBvc2l0aW9uIjoxLCJpc19zcG90bGlnaHQiOmZhbHNlfQ:1vtqca:sRHLGVUHooqZ31MausYZMQzgyuTFqexi46an_9j3XQw,29,3828000.0,4.937,10000,False,5,Medium,35.0,41.0,0.0,0
Magora,UK,Serves United Kingdom,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImU3ZjI2M2E5LWE0YzAtNDg4MS1iZDI1LWFjMmM5MTY5Nzk2MyIsImltcHJlc3Npb25faWQiOiI4ZmEwYjE4Mi1mYTVlLTQyNjAtYmQyNC00NzJiZThmMjU2MGQiLCJwcm92aWRlcl9pZCI6MjUyNDMsImZlYXR1cmVkX2xpc3RpbmdfaWQiOjQ2OCwiZmVhdHVyZWRfcG9zaXRpb25faWQiOjIzODk0MSwicG9zaXRpb24iOjIsImlzX3Nwb3RsaWdodCI6ZmFsc2V9:1vtqca:nv8XV3XAvp8__duML_xDqMjuOulz2Lnh8SDhDJcXO6I,29,3828000.0,4.77,25000,False,5,Medium,15.0,0.0,30.0,1
STX Next,UK,"London, England",https://stxnext.com/%3Futm_source%3Dclutch%26utm_medium%3Dreferral,1,132000.0,4.7101,50000,False,3,Medium,35.0,0.0,0.0,1
"Digis, a Fiverr company (NYSE: FVRR)",UK,"Toronto, Canada",https://digiscorp.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3828000.0,4.988,5000,False,5,Medium,40.0,0.0,40.0,1
unicrew,UK,"London, England",https://unicrew.com,29,3828000.0,5.058,50000,False,5,Medium,40.0,10.0,40.0,1
Human Made,UK,"Matlock, England",https://humanmade.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3828000.0,4.717,50000,False,5,Medium,100.0,0.0,0.0,1
TatvaSoft,UK,"Melbourne, Australia",https://www.tatvasoft.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dprofile,1,132000.0,4.947,25000,False,3,Medium,20.0,10.0,50.0,1
Infinum,UK,"Zagreb, Croatia",https://infinum.com/clutch-lp/%3Futm_source%3Dclutch.co%26utm_campaign%3Dprofile-info-company-website%26utm_medium%3Dreferral,29,3828000.0,4.854,50000,False,5,Medium,20.0,0.0,20.0,1
Webskitters,UK,"London, England",https://www.webskitters.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3828000.0,4.9102,10000,False,5,Medium,20.0,30.0,0.0,0
GeekyAnts,UK,"London, England",https://geekyants.com/%3Futm_source%3Dclutch%26utm_medium%3Dreferral%26utm_campaign%3Dsponsorship,29,3828000.0,4.9111,10000,False,5,Medium,15.0,0.0,25.0,1
Old.St Labs,UK,"London, England",https://www.old.st/contact/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dweb-developers-uk,29,3828000.0,5.021,10000,False,5,Medium,30.0,20.0,30.0,1
Visions Design,UK,"Lymm , England",https://www.visionsdesign.co.uk%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dweb-developers-uk,29,3828000.0,5.067,10000,False,5,Medium,30.0,0.0,0.0,1
Empat,UK,"London, England",https://empat.tech/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3828000.0,5.0142,50000,False,5,Medium,10.0,50.0,40.0,0
Konstant Infosolutions,UK,"London, England",https://www.konstantinfo.com/%3Frequest-a-quote%26utm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dclutch,1,132000.0,4.8166,5000,False,3,Medium,10.0,60.0,0.0,0
Future Processing,UK,"London, England",http://www.future-processing.com/%3Futm_source%3Dclutch%26utm_medium%3Dreferral%26utm_campaign%3Dprofile,1,132000.0,4.751,25000,False,3,Medium,10.0,0.0,45.0,1
Solar Digital,UK,"London, England",https://solar-digital.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3828000.0,5.075,10000,False,5,Medium,20.0,10.0,10.0,1
Codal,UK,"Lincoln, England",https://www.codal.com/,7,924000.0,4.921,75000,False,3,Medium,45.0,0.0,0.0,1
COMPU-VISION S.A.R.L.,UK,"London, England",https://www.compu-vision.me/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3828000.0,4.875,10000,False,5,Medium,40.0,40.0,20.0,0
ExpandX,UK,"Sofia, Bulgaria",http://expandx.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3828000.0,5.066,10000,False,5,Medium,30.0,0.0,0.0,1
Goodface agency,UK,"Bromley, England",https://goodface.agency/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral,18,2376000.0,4.947,10000,False,3,Medium,30.0,0.0,35.0,1
Snotor,UK,"London, England",https://snotor.pro/web-development-company-snotor%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dweb-developers-uk,29,3828000.0,5.031,10000,False,5,Medium,30.0,30.0,0.0,0
Halo Lab,UK,"08, Andorra",https://www.halo-lab.com/services/web-development-services%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dweb-developers-uk,29,3828000.0,4.994,10000,False,5,Medium,10.0,10.0,10.0,1
