name,country,location_city,website,employees,revenue_usd,clutch_rating,min_project_size_usd,is_wp_specialist,kaycore_fit_score,partnership_priority,web_pct,mobile_pct,custom_pct,cluster
Freshy,US,"Binghamton, NY",https://freshysites.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3770000.0,0.0,5000,False,3,Medium,45.0,0.0,0.0,3
Evince Development,US,"New York, NY",https://evincedev.com/web-development-company/,29,3770000.0,0.0,10000,False,3,Medium,40.0,0.0,0.0,3
HTMLPanda,US,"Boston, MA",https://www.htmlpanda.com/ecommerce-development.php%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddevelopers-ecommerce,29,3770000.0,0.0,1000,False,3,Medium,40.0,0.0,0.0,3
Coherent Solutions,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMzNWQyZWUwLTBkZTYtNGE3NC1hNWJkLTNlYWNhZGRhNTZlMyIsImltcHJlc3Npb25faWQiOiI5OTdhMzZkZi1mZDZkLTRjNWUtYjc1ZC0zZjJkNGVkOTZkYTgiLCJwcm92aWRlcl9pZCI6ODI0NDksImZlYXR1cmVkX2xpc3RpbmdfaWQiOjIsImZlYXR1cmVkX3Bvc2l0aW9uX2lkIjozNDgyODIsInBvc2l0aW9uIjoxLCJpc19zcG90bGlnaHQiOmZhbHNlfQ:1vtqc9:ttU7_iAdvb7yMVcdA1Gku2Q6wsKfCZsDCNntekDo_FE,29,4524000.0,4.73,50000,False,5,Medium,15.0,0.0,0.0,1
Proven,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMzNWQyZWUwLTBkZTYtNGE3NC1hNWJkLTNlYWNhZGRhNTZlMyIsImltcHJlc3Npb25faWQiOiIxY2Q3YzY0Yy04ZDlkLTQ3NjgtODFhNy1jNzBjYjI3YzhiYmMiLCJwcm92aWRlcl9pZCI6MzUwNTgwLCJmZWF0dXJlZF9saXN0aW5nX2lkIjoyLCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6MjM3OTU4LCJwb3NpdGlvbiI6MiwiaXNfc3BvdGxpZ2h0IjpmYWxzZX0:1vtqc9:R1hp51TFtqi0jx9q-PssWQKRZXLTJtj7OEqiyMOnpz8,29,4524000.0,4.912,25000,False,5,Medium,25.0,0.0,10.0,1
Storm Brain,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMzNWQyZWUwLTBkZTYtNGE3NC1hNWJkLTNlYWNhZGRhNTZlMyIsImltcHJlc3Npb25faWQiOiJjNjM3NDA0Zi00ZGMwLTRjOTQtYmI5ZC0wOTMwMjc5Y2I3YjgiLCJwcm92aWRlcl9pZCI6MTQ0MzUyLCJmZWF0dXJlZF9saXN0aW5nX2lkIjoyLCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6MzAzNTk5LCJwb3NpdGlvbiI6MywiaXNfc3BvdGxpZ2h0IjpmYWxzZX0:1vtqc9:w8VECIUqQdDklD4V_amSsNzUMVQZVqKaAizChIhiDPE,29,4524000.0,5.0124,10000,False,5,Medium,40.0,0.0,0.0,1
Orangesoft,US,"San Francisco, CA",https://orangesoft.co/%3Futm_source%3Dclutch%26utm_medium%3Dreferral,29,4524000.0,4.942,25000,False,5,Medium,20.0,40.0,0.0,0
Off-Site Services,US,"New York, NY",https://www.oss-usa.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,5.05,10000,False,5,Medium,70.0,0.0,0.0,1
DRUM'N'CODE,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMzNWQyZWUwLTBkZTYtNGE3NC1hNWJkLTNlYWNhZGRhNTZlMyIsImltcHJlc3Npb25faWQiOiJjMzc3NTJjZS1iMWUyLTRlNmMtOTRlNy1kOTUyZjY0ZTY1MGIiLCJwcm92aWRlcl9pZCI6MTE1NDM1OCwiZmVhdHVyZWRfbGlzdGluZ19pZCI6MiwiZmVhdHVyZWRfcG9zaXRpb25faWQiOjI1OTc1OCwicG9zaXRpb24iOjQsImlzX3Nwb3RsaWdodCI6ZmFsc2V9:1vtqc9:TJffBIHnBL0Vp7TmhJOPy2EtBiZPo7tpKG4NJLWfBhE,29,4524000.0,5.025,1000,False,5,Medium,30.0,10.0,30.0,1
Appunite,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMzNWQyZWUwLTBkZTYtNGE3NC1hNWJkLTNlYWNhZGRhNTZlMyIsImltcHJlc3Npb25faWQiOiJiZWUzY2M4NC1hMWE5LTRiYzItYWY0Mi00MGRlNzRjMmUxMzgiLCJwcm92aWRlcl9pZCI6MzMyMTgsImZlYXR1cmVkX2xpc3RpbmdfaWQiOjIsImZlYXR1cmVkX3Bvc2l0aW9uX2lkIjoyMzc2MzYsInBvc2l0aW9uIjo1LCJpc19zcG90bGlnaHQiOmZhbHNlfQ:1vtqc9:7hT4SpJnuTGc5vel9XQbMzpeb2nNAyKYx-_XbhDObtA,29,4524000.0,4.921,10000,False,5,Medium,20.0,0.0,20.0,1
TKX Media,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMzNWQyZWUwLTBkZTYtNGE3NC1hNWJkLTNlYWNhZGRhNTZlMyIsImltcHJlc3Npb25faWQiOiJiYzI4ZDQyYy0yMjRjLTRmYjgtYTI5My01ZjNjY2U5OGQ4ZmQiLCJwcm92aWRlcl9pZCI6MjUzMTE5NCwiZmVhdHVyZWRfbGlzdGluZ19pZCI6MiwiZmVhdHVyZWRfcG9zaXRpb25faWQiOjM1MTI2MSwicG9zaXRpb24iOjYsImlzX3Nwb3RsaWdodCI6ZmFsc2V9:1vtqc9:mM3ul1RDtPCWQUh_guo2RnoLW8kFAn3d0-bVkyKHJv8,29,4524000.0,5.012,5000,False,5,Medium,40.0,0.0,0.0,1
Baunfire,US,"San Jose, CA",https://www.baunfire.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,4.932,75000,False,5,Medium,55.0,0.0,0.0,1
Wve Labs,US,"Beverly Hills, CA",https://www.wvelabs.com/contactus%3Futm_source%3Dclutch.co%26utm_medium%3Dprofilebutton%26utm_campaign%3Dwveclutch,29,4524000.0,5.031,10000,False,5,Medium,20.0,50.0,0.0,0
Simpalm,US,"Chicago, IL",https://www.simpalm.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dclutch-boosted-placements,29,4524000.0,4.964,25000,False,5,Medium,15.0,50.0,0.0,0
Calibrate Software,US,"Chicago, IL",https://www.calibrated.io/contact/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.937,25000,False,5,Medium,25.0,40.0,10.0,0
Sembit,US,"Portland, OR",https://www.sembit.com/Clutch/%3Futm_source%3Dclutch%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.932,5000,False,5,Medium,30.0,40.0,0.0,0
Geniusee,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMzNWQyZWUwLTBkZTYtNGE3NC1hNWJkLTNlYWNhZGRhNTZlMyIsImltcHJlc3Npb25faWQiOiI4ZjYxYjE5OS1mYjI5LTRjZGQtYmQ3Yy1jZDBmMDBmODI5YjgiLCJwcm92aWRlcl9pZCI6MTUzOTkxLCJmZWF0dXJlZF9saXN0aW5nX2lkIjoyLCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6Mjg5NjUxLCJwb3NpdGlvbiI6NywiaXNfc3BvdGxpZ2h0IjpmYWxzZX0:1vtqc9:IEoqeKvSxxEcHpz_WCPeNTQ4V-Y08QZ0gTFPGNwpaI0,29,4524000.0,5.067,50000,False,5,Medium,40.0,0.0,40.0,1
"TRIARE, LLC",US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMzNWQyZWUwLTBkZTYtNGE3NC1hNWJkLTNlYWNhZGRhNTZlMyIsImltcHJlc3Npb25faWQiOiI3ZDkwNGQ2Zi1iYmNkLTRhNzYtYWU3NC1hNzM1YzYyMjBkM2MiLCJwcm92aWRlcl9pZCI6Njg3NjgxLCJmZWF0dXJlZF9saXN0aW5nX2lkIjoyLCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6MjM5ODU0LCJwb3NpdGlvbiI6OCwiaXNfc3BvdGxpZ2h0IjpmYWxzZX0:1vtqc9:J6AcbDTHs-CU0_5zrJ7jrXAKMCUtczBKsLpJUjRY1AI,29,4524000.0,4.937,10000,False,5,Medium,35.0,41.0,0.0,0
Arounda,US,Completed projects in 19 countries,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMzNWQyZWUwLTBkZTYtNGE3NC1hNWJkLTNlYWNhZGRhNTZlMyIsImltcHJlc3Npb25faWQiOiIwMjM2YTc1MC1kNzBkLTRjY2QtOTA0OC1lMGFlZGI1Y2I1Y2QiLCJwcm92aWRlcl9pZCI6MTE1MzA3MCwiZmVhdHVyZWRfbGlzdGluZ19pZCI6MiwiZmVhdHVyZWRfcG9zaXRpb25faWQiOjM3MzE4NywicG9zaXRpb24iOjksImlzX3Nwb3RsaWdodCI6ZmFsc2V9:1vtqc9:BRdcv50RTe6xiUyiDSFExGVNQqfo6sXai1ECmxZ1X98,29,4524000.0,5.072,25000,False,5,Medium,30.0,0.0,0.0,1
VisualFizz,US,"Chicago, IL",https://www.visualfizz.com/services/web-development-agency/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,5.026,5000,False,5,Medium,25.0,0.0,0.0,1
N4 Studio®,US,"Los Angeles, CA",https://www.n4.studio/webflow-enterprise-agency,29,4524000.0,5.021,5000,False,5,Medium,50.0,0.0,0.0,1
Dev Technosys,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMzNWQyZWUwLTBkZTYtNGE3NC1hNWJkLTNlYWNhZGRhNTZlMyIsImltcHJlc3Npb25faWQiOiI2MGQ0N2E5NS1hN2MzLTRmYjEtYjM2ZC0wMTM0NmViYjk4ZDAiLCJwcm92aWRlcl9pZCI6NDYzMzQsImZlYXR1cmVkX2xpc3RpbmdfaWQiOjIsImZlYXR1cmVkX3Bvc2l0aW9uX2lkIjozNzc2ODUsInBvc2l0aW9uIjoxMCwiaXNfc3BvdGxpZ2h0IjpmYWxzZX0:1vtqc9:jsJEvotNs-4YNJZcmDfvpkTuBOJPfXPIhglw3eFHZEI,29,4524000.0,4.8201,10000,False,5,Medium,10.0,35.0,0.0,0
Rekos Agency,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMzNWQyZWUwLTBkZTYtNGE3NC1hNWJkLTNlYWNhZGRhNTZlMyIsImltcHJlc3Npb25faWQiOiI3YTI1YWRhYy0wMWM4LTQ2ODgtYjE5My0yMjExMzc1M2VlYWQiLCJwcm92aWRlcl9pZCI6MjA2NzA4NywiZmVhdHVyZWRfbGlzdGluZ19pZCI6MiwiZmVhdHVyZWRfcG9zaXRpb25faWQiOjI2NDIwMywicG9zaXRpb24iOjExLCJpc19zcG90bGlnaHQiOmZhbHNlfQ:1vtqc9:qcPc2u3papO8o2DTUYIUi4t8E6AnCcmNVzM-mQPr5-o,29,4524000.0,4.926,5000,False,5,Medium,30.0,0.0,0.0,1
Crest Coder Private Limited,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMzNWQyZWUwLTBkZTYtNGE3NC1hNWJkLTNlYWNhZGRhNTZlMyIsImltcHJlc3Npb25faWQiOiJjNzVhMzI2Yy1kMDRhLTRkMmEtOTQ0YS0zYzM2MzM0NDBiOWYiLCJwcm92aWRlcl9pZCI6NzA3NjE5LCJmZWF0dXJlZF9saXN0aW5nX2lkIjoyLCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6Mzg2MjM1LCJwb3NpdGlvbiI6MTIsImlzX3Nwb3RsaWdodCI6ZmFsc2V9:1vtqc9:amXe9C0FtNbgQjSrs5Xoj2RYEKZMyYupdyFHuoqlpl0,29,4524000.0,4.734,5000,False,5,Medium,50.0,50.0,0.0,0
Emergent Software,US,"Minneapolis, MN",https://www.emergentsoftware.net/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dweb%2Bdevelopment%2Bus,29,4524000.0,4.935,25000,False,5,Medium,25.0,0.0,30.0,1
Clockwork,US,"Minneapolis, MN",https://www.clockwork.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,5.01,75000,False,5,Medium,20.0,10.0,15.0,1
Appello Software,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMzNWQyZWUwLTBkZTYtNGE3NC1hNWJkLTNlYWNhZGRhNTZlMyIsImltcHJlc3Npb25faWQiOiI3Y2JlN2FiYy00ZDk0LTQ2NWUtOTRmMy00NWQ3YmVjZmNkZGYiLCJwcm92aWRlcl9pZCI6NTk1MDY2LCJmZWF0dXJlZF9saXN0aW5nX2lkIjoyLCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6MjM2MTQyLCJwb3NpdGlvbiI6MTMsImlzX3Nwb3RsaWdodCI6ZmFsc2V9:1vtqc9:CaSVEB8smpveTjnwu-WRzfwc1koVxIXq7XiH81Ei4xE,29,4524000.0,4.933,50000,False,5,Medium,10.0,55.0,35.0,0
Read more,US,United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMzNWQyZWUwLTBkZTYtNGE3NC1hNWJkLTNlYWNhZGRhNTZlMyIsImltcHJlc3Npb25faWQiOiI5NGFiYjk1OS1iMjlhLTQ3NjUtYmI0NS1mMDc1NWQxOWVjN2YiLCJwcm92aWRlcl9pZCI6MjUxNjkxNSwiZmVhdHVyZWRfbGlzdGluZ19pZCI6MiwiZmVhdHVyZWRfcG9zaXRpb25faWQiOjM4MjQ2NywicG9zaXRpb24iOjE0LCJpc19zcG90bGlnaHQiOmZhbHNlfQ:1vtqc9:AaH_KOVguU75F2USe4rCIgYYMm3QicmiDnc_VN2-Ld0,29,3770000.0,0.0,10000,False,3,Medium,20.0,20.0,0.0,3
ExpandX,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMzNWQyZWUwLTBkZTYtNGE3NC1hNWJkLTNlYWNhZGRhNTZlMyIsImltcHJlc3Npb25faWQiOiJlNDkyODc5OC1iMTIxLTQwN2YtOGI3MC1lYjEzYjkwODRhMTMiLCJwcm92aWRlcl9pZCI6NzMyNTA0LCJmZWF0dXJlZF9saXN0aW5nX2lkIjoyLCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6Mzg1MTMxLCJwb3NpdGlvbiI6MTUsImlzX3Nwb3RsaWdodCI6ZmFsc2V9:1vtqc9:s3Rm8DV1v-xjmWnPVygwnkN5o_2Lf28WCaIMt2m7fMY,11,1716000.0,5.066,10000,False,3,Medium,30.0,0.0,0.0,1
Topflight Apps,US,"Irvine, CA",https://topflightapps.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,4.94,50000,False,5,Medium,15.0,30.0,0.0,0
August Ash,US,"Bloomington, MN",https://www.augustash.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.823,10000,False,5,Medium,30.0,0.0,0.0,1
"Six Feet Up, Inc.",US,"Fishers, IN",https://sixfeetup.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,5.024,50000,False,5,Medium,10.0,0.0,50.0,1
Synergy Labs,US,"Atlanta, GA",https://www.synergylabs.co/top-app-development,29,4524000.0,4.945,25000,False,5,Medium,10.0,60.0,10.0,0
Bluelight,US,"Sacramento, CA",https://bluelight.co/landing/hire-top-us-web-developers%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,5.017,10000,False,5,Medium,20.0,0.0,30.0,1
AppMakers USA,US,"Los Angeles, CA",https://appmakersla.com/clutch/mobile/us/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dprofile,29,4524000.0,5.096,10000,False,5,Medium,10.0,55.0,0.0,0
Groundwrk,US,"Denver, CO",https://www.groundwrk.com/clutch-home/,29,4524000.0,5.017,25000,False,5,Medium,45.0,0.0,0.0,1
Moonstone Interactive,US,"San Ramon, CA",https://www.msinteractive.com/is-your-website-helping-you-grow/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,5.011,10000,False,5,Medium,35.0,10.0,10.0,1
VALMAX,US,"Chicago, IL",https://valmax.agency/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dprofile,29,4524000.0,5.09,5000,False,5,Medium,35.0,0.0,0.0,1
Phenomenon Studio,US,"Allentown, PA",https://phenomenonstudio.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,5.05,10000,False,5,Medium,15.0,10.0,10.0,1
Capitol Tech Solutions,US,"Sacramento, CA",https://www.capitoltechsolutions.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,5.014,10000,False,5,Medium,30.0,0.0,30.0,1
Red Foundry,US,"Chicago, IL",http://www.redfoundry.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral,29,4524000.0,4.845,50000,False,5,Medium,20.0,60.0,0.0,0
Facet Interactive,US,"El Segundo, CA",https://facetinteractive.com/services/web-msp%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,4.923,5000,False,5,Medium,10.0,0.0,10.0,1
iTech4Web,US,"Lisle, IL",https://itech4web.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.91,10000,False,5,Medium,70.0,0.0,0.0,1
Saritasa,US,"Chicago, IL",https://www.saritasa.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dclutch_profile,29,4524000.0,4.8101,50000,False,5,Medium,10.0,10.0,40.0,1
Lform Design,US,"Montclair, NJ",https://lform.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,4.833,25000,False,5,Medium,35.0,0.0,0.0,1
Coalition Technologies,US,"Austin, TX",https://coalitiontechnologies.com/contact/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,2,312000.0,4.8158,1000,False,3,Medium,10.0,0.0,0.0,1
Buzzworthy Studio,US,"Brooklyn, NY",https://buzzworthystudio.com/contact,29,4524000.0,5.021,25000,False,5,Medium,25.0,0.0,15.0,1
Twin Sun,US,"Nashville, TN",https://twinsunsolutions.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,5.02,25000,False,5,Medium,25.0,0.0,25.0,1
VOLTAGE,US,"Kansas City, MO",https://voltage.digital/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,5.09,5000,False,5,Medium,20.0,0.0,0.0,1
"New Target, Inc. - The Digital Agency",US,"Alexandria, VA",http://www.newtarget.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.932,10000,False,5,Medium,20.0,0.0,0.0,1
Troy Web Consulting,US,"Cohoes, NY",https://www.troyweb.com,29,4524000.0,4.913,25000,False,5,Medium,20.0,0.0,25.0,1
Mantyweb LLC,US,"Cypress, TX",https://mantyweb.com/web-services/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,5.01,5000,False,5,Medium,50.0,0.0,0.0,1
Big Red Jelly,US,"Provo, UT",https://bigredjelly.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,4.916,1000,False,5,Medium,10.0,0.0,0.0,1
Taoti Creative,US,"Washington, DC",https://taoti.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,4.916,25000,False,5,Medium,20.0,0.0,0.0,1
Imarc,US,"Amesbury, MA",https://info.imarc.com/top-web-development-agency-on-clutch,29,4524000.0,4.833,75000,False,5,Medium,25.0,0.0,0.0,1
NEWMEDIA.COM,US,"Denver, CO",https://newmedia.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,5.021,10000,False,5,Medium,15.0,0.0,0.0,1
Plaudit Design,US,"New York, NY",https://www.plaudit.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral,23,3588000.0,5.01,25000,False,3,Medium,25.0,0.0,0.0,1
Landslide Creative,US,"Nashville, TN",https://landslidecreative.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.98,10000,False,5,Medium,30.0,0.0,0.0,1
CyberOptik,US,"Elmhurst, IL",https://www.cyberoptik.net/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.987,1000,False,5,Medium,50.0,0.0,0.0,1
Dragon Army,US,"Atlanta, GA",https://dragonarmy.com/our-work%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,4.916,25000,False,5,Medium,20.0,10.0,0.0,1
Non-Linear Studio,US,"Park City, UT",https://non-linear.studio/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,5.05,25000,False,5,Medium,40.0,0.0,0.0,1
Gatorworks,US,"Baton Rouge, LA",https://gatorworks.net/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.925,10000,False,5,Medium,20.0,0.0,0.0,1
LaunchPad Lab,US,"Chicago, IL",https://launchpadlab.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,4.842,10000,False,5,Medium,20.0,0.0,15.0,1
ParallelStaff,US,"Richardson, TX",https://parallelstaff.com,29,4524000.0,4.88,25000,False,5,Medium,10.0,10.0,10.0,1
Jalasoft,US,"Houston, TX",https://jalasoft.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.97,100000,False,5,Medium,10.0,10.0,10.0,1
Visceral,US,"San Diego, CA",https://thisisvisceral.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dseo-firms,29,4524000.0,5.025,50000,False,5,Medium,30.0,0.0,0.0,1
Windmill Strategy,US,"Minneapolis, MN",https://www.windmillstrategy.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.924,25000,False,5,Medium,25.0,0.0,0.0,1
Eastern Standard,US,"Philadelphia, PA",https://easternstandard.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,29,4524000.0,5.06,25000,False,5,Medium,25.0,0.0,0.0,1
Coherent Solutions,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyODQ2OGFmLTJmOTctNDQxYi05ZWUyLThkMzliZGE1YjkxNyIsImltcHJlc3Npb25faWQiOiJiYzM4Njc1Zi1mNzk1LTQ1ZjMtYmQyYi0wZjZmMmM5ZmJjMWYiLCJwcm92aWRlcl9pZCI6ODI0NDksImZlYXR1cmVkX2xpc3RpbmdfaWQiOjIsImZlYXR1cmVkX3Bvc2l0aW9uX2lkIjozNDgyODIsInBvc2l0aW9uIjoxLCJpc19zcG90bGlnaHQiOmZhbHNlfQ:1vtqcJ:_seRZO4wSaR0xrQiQ2ryx9E8tUHA5OQP0-JtQGa73b0,29,4524000.0,4.73,50000,False,5,Medium,15.0,0.0,0.0,1
Proven,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyODQ2OGFmLTJmOTctNDQxYi05ZWUyLThkMzliZGE1YjkxNyIsImltcHJlc3Npb25faWQiOiIyZWEzZjJiOS1hNTNmLTRjOWMtYTRhYy02MzM2Y2VhNDk5MTUiLCJwcm92aWRlcl9pZCI6MzUwNTgwLCJmZWF0dXJlZF9saXN0aW5nX2lkIjoyLCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6MjM3OTU4LCJwb3NpdGlvbiI6MiwiaXNfc3BvdGxpZ2h0IjpmYWxzZX0:1vtqcJ:3rngrhq1csIZlsze3covfflSq0QT2tEck8jsxgRfwfI,29,4524000.0,4.912,25000,False,5,Medium,25.0,0.0,10.0,1
Storm Brain,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyODQ2OGFmLTJmOTctNDQxYi05ZWUyLThkMzliZGE1YjkxNyIsImltcHJlc3Npb25faWQiOiIwNDA1YjgzZS04OTY5LTQxNWQtYWUzOS02NTE5MjJmNDFkMWQiLCJwcm92aWRlcl9pZCI6MTQ0MzUyLCJmZWF0dXJlZF9saXN0aW5nX2lkIjoyLCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6MzAzNTk5LCJwb3NpdGlvbiI6MywiaXNfc3BvdGxpZ2h0IjpmYWxzZX0:1vtqcJ:GktlL13_Cfbq8Rn1kAXEdb_bLkPQWF1LmQgP5Vpv6dI,29,4524000.0,5.0124,10000,False,5,Medium,40.0,0.0,0.0,1
The Media Captain,US,"Columbus, OH",https://www.themediacaptain.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.946,1000,False,5,Medium,35.0,0.0,0.0,1
Agency Jet,US,"Las Vegas, NV",https://www.agencyjet.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,4524000.0,4.855,1000,False,5,Medium,25.0,0.0,0.0,1
DRUM'N'CODE,US,Serves United States,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyODQ2OGFmLTJmOTctNDQxYi05ZWUyLThkMzliZGE1YjkxNyIsImltcHJlc3Npb25faWQiOiI3OTM5NTE2OC1jY2RjLTQ0ZWYtODI5Yy00ZTcxNDRmYjI5MzQiLCJwcm92aWRlcl9pZCI6MTE1NDM1OCwiZmVhdHVyZWRfbGlzdGluZ19pZCI6MiwiZmVhdHVyZWRfcG9zaXRpb25faWQiOjI1OTc1OCwicG9zaXRpb24iOjQsImlzX3Nwb3RsaWdodCI6ZmFsc2V9:1vtqcJ:BdxMepjfAf0N1J0kyO_O4o69NcBXvf1s9f6CpsEMN38,29,4524000.0,5.025,1000,False,5,Medium,30.0,10.0,30.0,1
